class1,class2,class3,class4,class5,class6,class7,class8,class9,id
0.038772448897361755,0.2358759641647339,0.018654806539416313,0.03883300721645355,0.042797915637493134,0.04330063611268997,0.5628212690353394,0.00938329752534628,0.009560718201100826,0
0.3163466155529022,0.033105067908763885,0.04048558324575424,0.38498201966285706,0.08602219074964523,0.07813164591789246,0.03655321151018143,0.00842775497585535,0.01594593934714794,1
0.0762471929192543,0.2216120809316635,0.025836413726210594,0.07511307299137115,0.059833329170942307,0.06220376864075661,0.4522734582424164,0.012470806017518044,0.014409965835511684,2
0.058560460805892944,0.22870150208473206,0.02637617476284504,0.0618242509663105,0.05863123759627342,0.05591394007205963,0.4868098497390747,0.011176089756190777,0.012006396427750587,3
0.3765803575515747,0.02506236918270588,0.02713216468691826,0.4065879285335541,0.05665135011076927,0.05842319130897522,0.025404391810297966,0.007240834180265665,0.01691751927137375,4
0.11850287020206451,0.14637698233127594,0.04693834111094475,0.10719316452741623,0.13581447303295135,0.14941143989562988,0.26723533868789673,0.01393770333379507,0.014589698053896427,5
0.18890731036663055,0.12834374606609344,0.04350888356566429,0.19835226237773895,0.10377010703086853,0.10502681881189346,0.19835470616817474,0.014564181677997112,0.019171925261616707,6
0.32200971245765686,0.0031107633840292692,0.0243780929595232,0.5757098197937012,0.03896883502602577,0.024975620210170746,0.0026696643326431513,0.0019080585334450006,0.006269455887377262,7
0.19211332499980927,0.06701497733592987,0.03819216042757034,0.1171521246433258,0.16208016872406006,0.286856472492218,0.10904111713171005,0.012620385736227036,0.014929242432117462,8
0.18471021950244904,0.16098031401634216,0.035497941076755524,0.19458621740341187,0.07082594186067581,0.07366502285003662,0.2429167777299881,0.014058595523238182,0.02275902032852173,9
0.06434697657823563,0.24454420804977417,0.027324343100190163,0.07559524476528168,0.047366492450237274,0.04235735535621643,0.47483929991722107,0.010102550499141216,0.013523546047508717,10
0.35979199409484863,0.04297041520476341,0.028688499704003334,0.3611387312412262,0.06156133487820625,0.06969350576400757,0.045734331011772156,0.009682738222181797,0.020738381892442703,11
0.32329949736595154,0.03130470961332321,0.03930872306227684,0.39971405267715454,0.0781174823641777,0.07138273119926453,0.03318337723612785,0.007848002016544342,0.01584138348698616,12
0.03982869163155556,0.23150849342346191,0.024584634229540825,0.0435517244040966,0.05490070581436157,0.049138691276311874,0.5377116203308105,0.009610000997781754,0.009165407158434391,13
0.18309099972248077,0.1638512909412384,0.033511992543935776,0.1870143860578537,0.06950022280216217,0.07489646971225739,0.2506307363510132,0.014427798800170422,0.023076143115758896,14
0.13334207236766815,0.18347837030887604,0.030149251222610474,0.12169809639453888,0.07651215046644211,0.08607971668243408,0.33420035243034363,0.015338186174631119,0.019201835617423058,15
0.3637934923171997,0.04040159285068512,0.02816692925989628,0.325559139251709,0.07456918805837631,0.0883607491850853,0.04855389520525932,0.010715322569012642,0.01987966150045395,16
0.04149569943547249,0.21613648533821106,0.027794500812888145,0.041727758944034576,0.06893941015005112,0.06771136820316315,0.5177342891693115,0.009666870348155499,0.008793586865067482,17
0.29981979727745056,0.060815051198005676,0.0388001874089241,0.31743323802948,0.08771749585866928,0.09148769080638885,0.07251432538032532,0.011569161899387836,0.01984313502907753,18
0.04868986830115318,0.23711064457893372,0.03559800982475281,0.06449268758296967,0.0608944408595562,0.04559881612658501,0.4883972108364105,0.009139868430793285,0.010078518651425838,19
0.3171336352825165,0.03100668080151081,0.04009183123707771,0.37915918231010437,0.09057687222957611,0.0827338919043541,0.03544187545776367,0.00841264333575964,0.015443419106304646,20
0.050781410187482834,0.2370779663324356,0.036025356501340866,0.06736381351947784,0.06088940054178238,0.04566025733947754,0.4825916588306427,0.009224047884345055,0.010386153124272823,21
0.35431134700775146,0.03741331398487091,0.03096936270594597,0.3608707785606384,0.0708712786436081,0.07606974989175797,0.041285451501607895,0.00942662451416254,0.01878207176923752,22
0.04135001823306084,0.2354658842086792,0.021183159202337265,0.0426279678940773,0.04797986522316933,0.04609694704413414,0.5456674098968506,0.009783939458429813,0.009844792075455189,23
0.04078207165002823,0.22553925216197968,0.02830726094543934,0.04559941589832306,0.06374022364616394,0.05525544658303261,0.5221738219261169,0.009688777849078178,0.00891369953751564,24
0.11618969589471817,0.2033984661102295,0.04426000267267227,0.15689235925674438,0.06420083343982697,0.052389081567525864,0.3350638747215271,0.010575007647275925,0.017030680552124977,25
0.08718597888946533,0.22063048183918,0.022477777674794197,0.0787535011768341,0.054353680461645126,0.06205621361732483,0.44476601481437683,0.013313090428709984,0.016463305801153183,26
0.03647349774837494,0.24583181738853455,0.014787732623517513,0.035115379840135574,0.03267263248562813,0.034732356667518616,0.581394374370575,0.008954990655183792,0.010037213563919067,27
0.06388071179389954,0.23137176036834717,0.0195125974714756,0.05851244181394577,0.04655016213655472,0.05261356011033058,0.5021858811378479,0.011685929261147976,0.013686994090676308,28
0.06482765078544617,0.23283253610134125,0.019702110439538956,0.059537552297115326,0.04648016020655632,0.05187537521123886,0.4989849627017975,0.011793174780905247,0.013966426253318787,29
0.04385754466056824,0.24264411628246307,0.019229309633374214,0.044627971947193146,0.0415196493268013,0.04158211871981621,0.5460833311080933,0.009705443866550922,0.010750564746558666,30
0.30098217725753784,0.06467431038618088,0.03152311220765114,0.22914405167102814,0.10323920845985413,0.14485222101211548,0.09097900241613388,0.01401949767023325,0.020586421713232994,31
0.2923163175582886,0.0802081897854805,0.03616614267230034,0.30859309434890747,0.07309858500957489,0.07730009406805038,0.09753049910068512,0.012011333368718624,0.02277565561234951,32
0.06163089722394943,0.217985600233078,0.029666399583220482,0.06466677039861679,0.07001286000013351,0.06583217531442642,0.4667501449584961,0.01169518381357193,0.011760053224861622,33
0.03825327754020691,0.23752334713935852,0.019914740696549416,0.03939048945903778,0.044668711721897125,0.043008722364902496,0.5583692193031311,0.009398984722793102,0.009472430683672428,34
0.07232020795345306,0.24155937135219574,0.033270563930273056,0.09515251219272614,0.04849725589156151,0.03975094109773636,0.44612082839012146,0.009366701357066631,0.013961583375930786,35
0.33437108993530273,0.049787428230047226,0.03235974535346031,0.3115980327129364,0.08390254527330399,0.09560216218233109,0.0606381855905056,0.011656981892883778,0.020083829760551453,36
0.3045412302017212,0.015479076653718948,0.04732656478881836,0.31862545013427734,0.13746744394302368,0.1406809389591217,0.018693989142775536,0.006136856507509947,0.011048485524952412,37
0.040681060403585434,0.23251309990882874,0.0201251320540905,0.04132277891039848,0.04658358171582222,0.04684129357337952,0.5527691841125488,0.009572734124958515,0.009591100737452507,38
0.24396106600761414,0.10405252128839493,0.03709649667143822,0.23248380422592163,0.09316138923168182,0.10395578294992447,0.14845934510231018,0.0148963313549757,0.0219332966953516,39
0.042679402977228165,0.23897269368171692,0.018771911039948463,0.04219093546271324,0.04253567382693291,0.04319540783762932,0.5513502955436707,0.009834572672843933,0.010469122789800167,40
0.3549327552318573,0.035886865109205246,0.030951131135225296,0.38886380195617676,0.060973525047302246,0.06467591226100922,0.03694069758057594,0.008296282961964607,0.018479088321328163,41
0.3876511752605438,0.00886500719934702,0.025730280205607414,0.4337596893310547,0.06256415694952011,0.05646634101867676,0.009619919583201408,0.004520330112427473,0.010823126882314682,42
0.40886634588241577,0.0364120677113533,0.020758355036377907,0.3195965886116028,0.05850259214639664,0.07973174005746841,0.043361663818359375,0.010717852041125298,0.02205285243690014,43
0.04851731285452843,0.23827806115150452,0.023475173860788345,0.05374257639050484,0.0483148992061615,0.046448856592178345,0.5207018256187439,0.009719481691718102,0.010801803320646286,44
0.08972886204719543,0.21058441698551178,0.027787962928414345,0.08622900396585464,0.06711471825838089,0.07081139087677002,0.41866353154182434,0.013485387898981571,0.01559462770819664,45
0.2203359603881836,0.11718114465475082,0.02966178022325039,0.16992029547691345,0.09364065527915955,0.13418549299240112,0.1975829005241394,0.016058722510933876,0.021433060988783836,46
0.18334515392780304,2.304322515556123e-05,0.07582055032253265,0.3078782260417938,0.2611073851585388,0.17116795480251312,1.9438421077211387e-05,0.00012710990267805755,0.000511027465108782,47
0.2925017774105072,0.0060609146021306515,0.049456577748060226,0.27135854959487915,0.1713074892759323,0.1910388469696045,0.007233721669763327,0.0037353201769292355,0.007306757848709822,48
0.26623913645744324,0.07495743036270142,0.042578645050525665,0.28444844484329224,0.10026673227548599,0.1027965322136879,0.09635832160711288,0.012756461277604103,0.019598357379436493,49
0.32756122946739197,0.061100613325834274,0.0290662944316864,0.2731110155582428,0.0843648612499237,0.10905002057552338,0.08032389730215073,0.01350967213511467,0.021912282332777977,50
0.1951475590467453,0.1460149884223938,0.029875701293349266,0.16632677614688873,0.08084343373775482,0.10005930811166763,0.24255846440792084,0.016466720029711723,0.022707026451826096,51
0.04017294570803642,0.24030601978302002,0.017381146550178528,0.039177361875772476,0.03941783308982849,0.04077430069446564,0.5630478262901306,0.009530404582619667,0.010192202404141426,52
0.19221337139606476,0.13451948761940002,0.03525548055768013,0.17458295822143555,0.09552133828401566,0.11032724380493164,0.22103306651115417,0.01590065099298954,0.020646344870328903,53
0.27924254536628723,0.0030609294772148132,0.03188236430287361,0.6051065325737,0.04538295418024063,0.02559150941669941,0.0025950558483600616,0.0017193868989124894,0.005418654065579176,54
0.055931225419044495,3.860871344851802e-11,0.0014262549811974168,0.941619336605072,0.0009355085785500705,8.650760719319806e-05,1.0724770897752034e-11,1.81261725629156e-08,1.1098848062829347e-06,55
0.3259294629096985,0.041227199137210846,0.03631158173084259,0.34463849663734436,0.08666232973337173,0.08889052271842957,0.04829242452979088,0.010086191818118095,0.017961839213967323,56
0.03977322578430176,0.23512108623981476,0.025543447583913803,0.04517950490117073,0.05428355559706688,0.047238077968358994,0.5342646241188049,0.009423601441085339,0.00917284470051527,57
0.20538762211799622,0.11398304253816605,0.03790590912103653,0.17627489566802979,0.11160541325807571,0.13593527674674988,0.18375959992408752,0.015502184629440308,0.01964607834815979,58
0.06925543397665024,0.23235821723937988,0.01939506269991398,0.0625828355550766,0.045865584164857864,0.05235060304403305,0.49137985706329346,0.012083499692380428,0.014728874899446964,59
0.056897956877946854,0.23135344684123993,0.02189251035451889,0.05538249388337135,0.051065124571323395,0.05287190154194832,0.5070240497589111,0.011228712275624275,0.012283824384212494,60
0.2086668610572815,0.0003935332642868161,0.07205190509557724,0.2655426561832428,0.2506270408630371,0.19976980984210968,0.00039338876376859844,0.0007052275468595326,0.0018495535477995872,61
0.23709642887115479,0.11568228900432587,0.032085712999105453,0.20441848039627075,0.08793330937623978,0.10725504904985428,0.17613175511360168,0.016169335693120956,0.023227619007229805,62
0.05573269724845886,0.24106977880001068,0.036235492676496506,0.0757269635796547,0.055997952818870544,0.0418454147875309,0.473100483417511,0.009022067300975323,0.011269118636846542,63
0.1408003866672516,0.1639784723520279,0.050648558884859085,0.1721571981906891,0.09713535010814667,0.08171264827251434,0.26343226432800293,0.012985650449991226,0.017149507999420166,64
0.14906668663024902,0.16739444434642792,0.04309288039803505,0.16825975477695465,0.08810602128505707,0.08188240230083466,0.2697467803955078,0.013741586357355118,0.01870947703719139,65
0.09256517887115479,0.226541668176651,0.038748953491449356,0.1262575387954712,0.05357262119650841,0.043514009565114975,0.39347735047340393,0.009691907092928886,0.015630723908543587,66
0.06547369062900543,0.19421076774597168,0.029284456744790077,0.05472357198596001,0.08626606315374374,0.10652822256088257,0.44041576981544495,0.011729842983186245,0.01136769074946642,67
