class1,class2,class3,class4,class5,class6,class7,class8,class9,id
0.07149717211723328,0.2817147374153137,0.009116369299590588,0.05216406658291817,0.025142403319478035,0.06578058004379272,0.49015679955482483,0.0025744405575096607,0.00185350701212883,0
0.20947431027889252,0.18482103943824768,0.004598056431859732,0.45342448353767395,0.009265689179301262,0.0853416845202446,0.04581180587410927,0.0036464636214077473,0.003616504603996873,1
0.055781517177820206,0.10502486675977707,0.06702408194541931,0.23580268025398254,0.05439450219273567,0.16620580852031708,0.3069569766521454,0.0048173535615205765,0.003992233891040087,2
0.03667478263378143,0.2076142281293869,0.0031447226647287607,0.11851567029953003,0.005040534771978855,0.013148613274097443,0.6127177476882935,0.001341458992101252,0.001802260521799326,3
0.08021090179681778,0.0890502855181694,0.01007203571498394,0.7054459452629089,0.007729140110313892,0.01935511641204357,0.0851304829120636,0.0009959051385521889,0.0020102006383240223,4
0.3052484393119812,0.04776192456483841,0.003678628709167242,0.5362561345100403,0.022245487198233604,0.04521859437227249,0.035655904561281204,0.0011869929730892181,0.0027479047421365976,5
0.238848015666008,0.2208770215511322,0.006216810550540686,0.18638043105602264,0.012924413196742535,0.0332525409758091,0.2962910234928131,0.001385428593493998,0.0038243227172642946,6
0.2396032065153122,0.0532708503305912,0.007000207435339689,0.4836905896663666,0.01716019958257675,0.024035120382905006,0.17136910557746887,0.0010552633320912719,0.0028154877945780754,7
0.10536093264818192,0.2937398850917816,0.006247068289667368,0.1512366682291031,0.03710479289293289,0.13775862753391266,0.26400360465049744,0.002156859263777733,0.0023915832862257957,8
0.18424247205257416,0.1898908168077469,0.009046737104654312,0.06561726331710815,0.02357194386422634,0.14938679337501526,0.3734091818332672,0.0024001491256058216,0.0024346234276890755,9
0.0278752613812685,0.17981891334056854,0.0037463379558175802,0.021118201315402985,0.010875423438847065,0.07634694129228592,0.675434410572052,0.0012181918136775494,0.0035663561429828405,10
0.037095870822668076,0.07157088816165924,0.00797473918646574,0.2165825217962265,0.008914337493479252,0.02305488847196102,0.6285997033119202,0.003947569523006678,0.0022595201153308153,11
0.22561438381671906,0.007406746037304401,0.008009902201592922,0.07936698198318481,0.3004932999610901,0.3390122652053833,0.01854386366903782,0.0028632681351155043,0.01868930086493492,12
0.08125654608011246,0.13559472560882568,0.009081367403268814,0.15166610479354858,0.011908408254384995,0.021381031721830368,0.5833924412727356,0.0023216737899929285,0.00339769315905869,13
