class1,class2,class3,class4,class5,class6,class7,class8,class9,id
0.1400037258863449,0.06745371222496033,0.0037584637757390738,0.352923184633255,0.0704188421368599,0.22254779934883118,0.13997851312160492,0.0016199905658140779,0.0012957984581589699,1
0.9581409096717834,0.00487920269370079,0.00019503021030686796,0.0044521139934659,0.0025383243337273598,0.019267966970801353,0.010252940468490124,0.000178837901330553,9.467830386711285e-05,2
0.34081441164016724,0.056246597319841385,0.0023281730245798826,0.17436422407627106,0.043811164796352386,0.23522579669952393,0.14356455206871033,0.0023957286030054092,0.0012493792455643415,3
0.24002908170223236,0.047502074390649796,0.0020920289680361748,0.1904880851507187,0.03417646139860153,0.37312647700309753,0.10998007655143738,0.001590132131241262,0.001015584566630423,4
0.03888941556215286,0.16251735389232635,0.003899594768881798,0.1574414074420929,0.08177422732114792,0.20184341073036194,0.34985092282295227,0.0022278758697211742,0.0015558096347376704,5
0.2581062316894531,0.03236608952283859,0.0029348109383136034,0.3239007294178009,0.05066879466176033,0.2131188064813614,0.11632783710956573,0.001458200509659946,0.0011185049079358578,6
0.10940180718898773,0.06562457233667374,0.0030043981969356537,0.27617722749710083,0.06768070161342621,0.2738579213619232,0.20105266571044922,0.0019000036409124732,0.0013006804510951042,7
0.2226102203130722,0.03661473095417023,0.005158132407814264,0.07830588519573212,0.048309650272130966,0.4551914632320404,0.1488351672887802,0.0022275270894169807,0.0027471657376736403,8
0.12719054520130157,0.0645177885890007,0.0031121806241571903,0.12864527106285095,0.04278821870684624,0.2068709433078766,0.42402517795562744,0.0015310802264139056,0.001318763243034482,9
0.1830894649028778,0.07705110311508179,0.004884189926087856,0.15346568822860718,0.057844970375299454,0.13738642632961273,0.3759830594062805,0.007262317929416895,0.003032760927453637,10
0.18951524794101715,0.08911429345607758,0.004496638663113117,0.21810245513916016,0.04206839203834534,0.32688671350479126,0.12298265099525452,0.0029358870815485716,0.0038977283984422684,11
0.033849965780973434,0.5102871060371399,0.0035687368363142014,0.05877646803855896,0.03054344281554222,0.15011192858219147,0.20939478278160095,0.0022735947277396917,0.00119396997615695,12
0.21661652624607086,0.052689362317323685,0.0028363645542412996,0.06634785979986191,0.07992541044950485,0.5145866870880127,0.0629798173904419,0.0026635166723281145,0.0013544855173677206,13
